user_name,status,datetime
Senator Bob Menendez,"Can’t make this stuff up. Last year, Trump signed my VERDAD Act, requiring a plan to recover assets stolen from Venezuelans by the Maduro regime. Now it appears the WH could be using some of those funds to build a border wall.

Wasn’t Mexico going to pay for it, Mr President?",2020-06-12 21:38:26.249390
Amy Klobuchar,"Jeanne Shaheen is the 1st woman in the U.S. to be elected Governor &amp; Senator.  (Sen. Hassan being the 2nd!) 

Having spent a little time in N.H. over the past year 😉, I know this: Donald Trump will soon learn that New Hampshire is Shaheen Country. 

Help Jeanne win by donating:",2020-06-12 21:45:01.254268
Ed Markey,Running for Senate is BYOB.. Bring Your Own Bills,2020-06-12 22:24:22.622164
Brian Schatz,"For these writers concerned about a new draconian thought police or whatever - I mean, it’s not as though it’s some sort of raw power is being exercised. Seems like it’s mostly just more free expression. Is it really so Orwellian and dangerous if it’s just...tweets?",2020-06-12 22:27:30.633013
Brian Schatz,"For these writers concerned about a new draconian thought police or whatever - I mean, it’s not as though it’s some sort of raw power being exercised. Seems like it’s mostly just more free expression. Is it really so Orwellian and dangerous if it’s just...tweets?",2020-06-12 22:28:12.958986
Amy Klobuchar,"It is. Thanks @GovTimWalz for calling it out.  Platitudes are not enough. The legal standards and rules on policing must change at the local, state and federal levels.",2020-06-13 08:41:20.315150
Ed Markey,We are in a Rooseveltian moment. We must take bold and urgent action to create millions of union jobs and save our planet.,2020-06-13 09:06:04.260861
Senator Patty Murray,"President Trump finalizing his rule to allow health care discrimination amid a pandemic is presidential malpractice. Instead of pushing cruel policies to make it harder for people to get health care, he should focus on keeping *everyone* safe &amp; healthy. https://t.co/Y92l7eRa84",2020-06-13 09:12:26.115953
Sen. Patrick Leahy,"Hard to believe it’s been 2 weeks since Americans returned to space from U.S. soil on the @SpaceX Dragon as part of NASA’s @Commercial_Crew. ICYMI, catch up on Vermonter Zeb Scoville, @explorer_flight NASA flight director for the mission. #VermontProud
https://t.co/5K3HndSfYX",2020-06-13 09:25:40.281881
Ron Wyden,"Thanks to everybody in Hood River, Wasco, Sherman, Gilliam &amp; Wheeler counties who joined my virtual townhall hosted by the wonderful @TownHallProject. Here’s an audio link &amp; coverage from Gorge Country Radio: https://t.co/5KNiW2of0S",2020-06-13 09:45:30.277736
Tina Smith,"Join me, @MinnesotaDFL, @LtGovFlanagan, and Tribal leaders from across the state on June 24 for a discussion of the disproportionate impacts of COVID-19 on our tribal and urban Indian communities.

Sign-up here: https://t.co/hT2EMJ8f5E",2020-06-13 10:00:17.275036
Amy Klobuchar,"Forget ""repeal and replace,"" the Trump administration’s new health policy is ""destroy and discriminate.""",2020-06-13 10:05:22.162260
Kamala Harris,"The dog whistle was still heard loud and clear. 
https://t.co/Rem6dV99nd",2020-06-13 10:06:56.914504
Senator Patty Murray,"COVID-19 case counts continue to rise in states across the country, yet our testing capacity continues to lag far behind what is needed. We still need a comprehensive national plan and leadership from the White House, and we still don't have either. 
https://t.co/YlRZOXWDWb",2020-06-13 10:25:05.471488
Elizabeth Warren,"Systemic racism isn’t only a criminal justice issue. It’s a health justice issue, too. https://t.co/WoWBAp2tno",2020-06-13 10:27:46.448365
Sheldon Whitehouse,"Check this graph next time someone spouts the fossil fuel propaganda that China’s not doing anything on climate so we shouldn’t. China is the black, India is the green, US is buried with rest of the world in the grey. https://t.co/mNlNobOWZ9",2020-06-13 10:37:54.094188
Doug Jones,"Delete your account Jeff.  This came out of a Republican controlled Senate committee on a strong bi-partisan vote.  I know it’s tough for you to be on the right side of history when it comes to the Confederacy, but you should give it a try.",2020-06-13 10:44:16.482599
Senator Joe Manchin,"Interested in getting tested for the #coronavirus? My website has a list of #COVID19 testing sites across the state, and many are free and open to the public. I encourage all West Virginians get tested because even asymptomatic people can have the virus. https://t.co/mJKYbocxnJ",2020-06-13 11:02:05.458612
Senator Jack Reed,"Congrats @WestPoint_USMA class of 2020! You earned those 2nd LT. bars &amp; are already a key link in the unbreakable #LongGrayLine. Today, you demonstrated that no matter the challenge, #WestPoint &amp; @USArmy will always find a way to adapt, persevere, &amp; serve the United States.",2020-06-13 11:03:36.653218
Tim Kaine,We may not be celebrating #PrideMonth with big crowds like this great one from 2018—but you can bet we’re celebrating with strong reaffirmations of our commitment to love and advocate for our LGBTQ neighbors. https://t.co/RKG5FrvdnK,2020-06-13 11:33:46.640807
Kamala Harris,"This is beautiful. Thankful to my Sorors of @akasorority1908 for providing scholarships to George Floyd’s daughter and granddaughters.
https://t.co/aBZ5sGYIW9",2020-06-13 12:11:07.018910
Kyrsten Sinema,"Hey AZ, check this out ⬇️",2020-06-13 12:24:09.662955
Senator Patty Murray,"Many families, students, and workers don't have access to reliable Internet, devices or the skills to effectively use it—which has been made even worse by the pandemic. We must pass my legislation to help close the digital divide. #DigitalEquityNow
https://t.co/eq3CZpygqp",2020-06-13 12:45:05.412328
Doug Jones,"We’re taking a second to say thank you to everyone who has been on the front lines of COVID19 today. Join us #OneAlabama!  (BTW, Dakota wondered off to get her own sign) https://t.co/mAVl0Zecls",2020-06-13 12:46:02.499481
Sheldon Whitehouse,"I REALLY hate on this one to say ‘I told you so.’ That’s coastal Rhode Island in the crosshairs, but also NC,SC,FL,AL,MS,LA,TX — time to wake up!
https://t.co/NHU6e7shrO",2020-06-13 12:51:30.035357
Tina Smith,"I’m a grandmother! Last week our family welcomed Ari Michael Smith, a bundle of pure joy into this world. Here’s a picture of Ari with his parents, Mason and Julia. Everyone is doing great, and Ari reportedly is already sleeping hours at a time, sometimes at night. https://t.co/LLcw6iSmYm",2020-06-13 12:52:38.946992
Elizabeth Warren,"Congratulations, Lieutenant Narang. Our military and our country are stronger because of you. https://t.co/DMElnOOxOn",2020-06-13 13:06:43.244501
Martin Heinrich,"This blatant discrimination against transgender Americans will put a particularly vulnerable community at greater health risk in the middle of a pandemic. Once again, President Trump chooses division and hate over helping all Americans. https://t.co/QMsYbajqFu",2020-06-13 13:13:34.668881
Senator Jack Reed,"Tomorrow is #FlagDay. The American flag is a symbol of our nation’s past, present &amp; future. It means different things to different people, but reminds us all of our individual &amp; collective duty to live up to the ideals, shared values, &amp; promise of America.
https://t.co/Cw72GCYd5h",2020-06-13 13:22:44.272922
Kyrsten Sinema,"Research shows widespread mask use and proper social distancing can slow the spread of coronavirus. Follow @Maricopahealth’s guidelines on wearing and caring for your face mask.
https://t.co/i3VRP5M9q6",2020-06-13 13:30:05.662917
Ed Markey,This is a transformative moment in our country's history. Black lives matter and we must end the epidemic of police violence against Black Americans. I stand with the activists and organizers who continue to take to the streets demanding long overdue racial justice.,2020-06-13 13:32:21.508715
Chuck Schumer,"Senator Mitch McConnell:

Americans need more support to fight the COVID-19 health and economic crisis.

Americans are demanding policing reform.

What are you waiting for?! We must act. https://t.co/89G3pMi1IQ",2020-06-13 13:40:16.335418
Senator Chris Coons,"I’m using my account to promote Delaware voices. We’re calling it #DelawareSpeaksUp. I appreciate this insight from CJ as a father. I agree that now is the time to make change. 

If you’re a Delawarean that wants to share your thoughts, DM me a video message that I can post here. https://t.co/0URYBjrJpn",2020-06-13 13:50:38.005240
Amy Klobuchar,I joined @davidaxelrod &amp; students from @UChiPolitics to talk about how Congress has an obligation to pass sweeping legislation to reform our criminal justice system. https://t.co/sv2y5yNbjx,2020-06-13 13:51:25.745246
Doug Jones,"Ok Jeff, let’s try this one more time: the vote was a bi-partisan vote of the Republican controlled Senate Armed Services Committee and dealt only with the Confederacy and the U.S. Military.",2020-06-13 13:54:52.790088
Kamala Harris,"The Trump administration is withholding data on who got forgivable loans from the Paycheck Protection Program and for how much. 

The loans were meant for small businesses—not large, wealthy corporations. Those who abused the program must be held accountable. We need that data.",2020-06-13 14:16:07.007363
Ed Markey,"Last night, police officers killed Rayshard Brooks, another unarmed Black man. We are far past the time for reform. We need justice and accountability and we need it now.
https://t.co/uMCXHBhyfi",2020-06-13 14:48:27.933596
Cory Booker,"This decision is heartless and cruel. It’s timing—during Pride Month—strikes me as a deliberate act of vengeance. Donald Trump’s willingness to inflict pain on vulnerable communities knows no bounds. 
https://t.co/CgPlZZ8qWl",2020-06-13 14:48:41.038284
Senator Joe Manchin,GOOD NEWS: This week the Senate passed my bipartisan legislation amend the Servicemembers Civil Relief Act (SCRA) and provide additional legal protections for servicemembers impacted by the COVID-19 crisis. MORE: https://t.co/bTxhr1vfhm,2020-06-13 15:12:05.334370
Kamala Harris,"Robert Fuller's family and the entire Palmdale community deserve answers. There must be further investigation. 
https://t.co/G6kyAKMOyt",2020-06-13 15:20:06.766268
Gary Peters,"Grateful to join @BrendaLLawrence and so many others today back in the Mighty 14th District to address the progress we need to make in our communities and to take control of Congress, win the White House and move Michigan forward. https://t.co/MMR9imzSH0",2020-06-13 15:27:25.490749
Amy Klobuchar,Earlier this year owner of @DuNordCS Chris Montana shifted his distillery to make hand sanitizer. Now—even after his business was damaged—he's operating a food bank while our community rebuilds. Thanks Chris for turning a moment of grief into hope &amp; sharing time with me in Mpls. https://t.co/8e68SW9SYd,2020-06-13 15:35:30.149591
Chris Murphy,"This is what happens when police officers are in schools. A 6 year old girl got in a scrap at school and ended up arrested for assault.

A 6 YEAR OLD. 

Get the police out of our schools.  https://t.co/2jM2pdepwE",2020-06-13 15:42:27.426769
Tina Smith,"Attorney General Barr, why won’t your Department of Justice investigate the Minneapolis Police Department? The data shows a pattern of racially discriminatory and violent policing. We must hold MPD accountable and work to eliminate unlawful practices. https://t.co/RMvatSDRa0",2020-06-13 15:54:32.318022
Senator Patty Murray,"Despite these uncertain and difficult times, Ryann Wilks of Heritage Senior High School in Vancouver urges her fellow graduates to choose to be the change our country needs. https://t.co/o6kNDwPrab",2020-06-13 16:05:05.576895
Elizabeth Warren,"#BostonPride is when we come together to celebrate love. But this year, it's more important than ever that we fight for a world where everyone can be who they are &amp; love who they love without fear &amp; discrimination.",2020-06-13 16:37:47.630423
Tina Smith,"This week I helped introduce the Home-Based Telemental Health Care Act of 2020, which would establish a grant program for health providers to expand telemental health services in small towns and rural areas. Especially while socially distancing, we must prioritize mental health.",2020-06-13 16:52:58.390117
Brian Schatz,Laser focused on saving lives and saving jobs.,2020-06-13 17:03:26.259812
Kyrsten Sinema,"Arizona Governor Won't Require Mask Use as Coronavirus Cases Spike, Says People Need to 'Learn to Live' With Virus

*OR — we could wear masks and save fellow Arizonans’ lives. Seems like an easy and reasonable move?* https://t.co/vIaRQabBZb",2020-06-13 17:12:15.055847
Gary Peters,Today I stopped by businesses on Detroit's Avenue of Fashion to listen to the community and discuss how we can start to reopen our state in a way that puts Michigan’s small businesses first. https://t.co/kPhU61OrVD,2020-06-13 17:25:56.583001
Kamala Harris,"People will be kicked out of their homes if Congress doesn’t quickly move to ban evictions and foreclosures until this pandemic is over—and pass my $2,000 monthly payments bill. 

The time to act is now.
https://t.co/hEGDHsH5zT",2020-06-13 17:51:06.180264
Jeff Merkley,"I can’t imagine a more fitting gesture for a man who has dedicated so much of his life to fighting for a just and compassionate America. Let us honor bravery instead of hate. Proud to sign this, and I hope others will join me as well. #GoodTrouble",2020-06-13 17:52:39.198213
Tina Smith,"Under the leadership of Secretary Ben Carson, the Department of Housing and Urban Development has failed to address racial disparities and discrimination in our housing systems. We need to prioritize fair housing initiatives. https://t.co/Y9Xe6bJrV1",2020-06-13 18:06:39.670840
Jeff Merkley,"Jeff Sessions’s career highlight is tearing apart immigrant families and putting kids in cages.

@DougJones’s has been fighting systemic racism.

Please rush $5 to Doug’s campaign now:
https://t.co/FSsRFGF1Yq",2020-06-13 18:10:32.259340
Jeff Merkley,"Jeff Sessions’s career highlight is tearing apart immigrant families and putting kids in cages.

@DougJones’s has been fighting systemic racism.

Please rush $5 to help keep Doug in the Senate:
https://t.co/FSsRFGF1Yq",2020-06-13 18:13:00.835889
Senator Joe Manchin,"ICYMI: #LWCF is a cornerstone of conservation across the country. The #GreatOutdoors Act ensures it can continue to be so for generations to come. This bipartisan legislation will be a historic achievement for West Virginia, and will leave a lasting legacy we can all be proud of. https://t.co/j4reX0lDDP",2020-06-13 18:30:06.592607
Ed Markey,https://t.co/GmNg3jf1at,2020-06-13 19:28:11.996515
Ed Markey,https://t.co/CsY0yPAKSz,2020-06-13 19:32:45.200133
Sen. Maggie Hassan,"As school winds down and summer begins, you may be looking for fun and educational ways to keep your kids entertained. @PBS is here to help — learn more about its virtual Camp PBS Kids now:
https://t.co/xWrA7gtEog",2020-06-13 19:34:11.105991
Ed Markey,"Members of the LGBTQ+ community on Team Markey are celebrating, organizing, and talking about how we can stand in solidarity with other marginalized groups to honor the spirit of #Pride. #TeamMarkeyTV https://t.co/6EUJhtzo72",2020-06-13 19:35:55.429893
Senator Chris Coons,"During a pandemic, the Trump administration rescinded protection against discrimination in health care for transgender people.  No amount of lip service to Pride will change that.  Actions speak louder than words.
https://t.co/EhMm6jyGEZ",2020-06-13 19:36:50.239074
Kamala Harris,"More than 112,000 people have died from coronavirus and one in four American workers have lost a job during the pandemic.

Trump was briefed on this threat in January. He had the opportunity to prepare and save lives—but he failed to swiftly act.",2020-06-13 19:39:05.775674
Senator Bob Casey,"Ripping away critical health protections from the LGBTQ+ community is wrong and appalling. To do it during #PrideMonth, on the anniversary of #Pulse, during a pandemic, is nothing short of malicious. The cruelty is a feature of this Admin’s approach, not a bug.",2020-06-13 19:53:06.576453
Brian Schatz,WE CAN WIN IN IOWA AND TAKE POWER FROM MCCONNELL LET’S RAISE SOME MONEY TEAM!  https://t.co/eG9nhVgEEq,2020-06-13 20:06:22.209239
Jacky Rosen,"Fantastic to speak at the @NVDems’ virtual state convention! 

This year, we’ll keep Nevada blue because of the tireless work of each and every one of you. https://t.co/tLAzmcL1cK",2020-06-13 20:21:57.021608
Senator Bob Casey,"Yesterday we learned that another Black trans woman’s life, Dominique “Rem’mie” Fells, was violently taken. @PhillyLGBTgov said it best: ""As thousands take to the streets to proclaim that #BlackLivesMatter, it's critical we remember this includes Black trans lives."" #SayHerName",2020-06-13 20:32:33.090934
Michael Bennet,"In honor of #Juneteenth—the commemoration of the end of slavery in America—Susan, Anne &amp; I marched from Manual High School through Five Points. We have a great deal of work ahead of us to make this country more fair &amp; more just, starting in our own communities. #BlackLivesMatter https://t.co/iYligm1hnl",2020-06-13 20:36:03.998395
Kamala Harris,"Unconscionable. Betsy DeVos has no business serving our students if she can’t fight for all students. 
https://t.co/D1i6RU8Kss",2020-06-13 20:44:05.784269
Brian Schatz,This tweet is all time.,2020-06-13 22:13:43.771812
Brian Schatz,https://t.co/vKUmLD3sxV,2020-06-13 22:16:30.059576
Senator Joe Manchin,"WATCH: Today’s Better Angel is Albert Caswell, who wrote this lovely tribute in honor of the US Army’s 245th Birthday. Thank you to those serving and all who have served in the Army! https://t.co/XLLlN7I3h0",2020-06-14 07:00:07.373329
Chris Murphy,"A record number of African-American women graduated from West Point yesterday. Awesome. 

I served on the school’s oversight board for years and this was one of our major initiatives. https://t.co/EKFooFRM2k",2020-06-14 07:34:22.638312
Chris Murphy,"I’m a diehard Red Sox fan. Love baseball in general. But even I will have a hard time coming back if they screw this up. 

Yeah, both sides need to compromise but it seems the billionaire owners are the problem. They made a promise to the players that they refuse to keep, right?",2020-06-14 07:49:05.073215
Amy Klobuchar,"Tom Johnson lived &amp; died by the Mississippi &amp; we said good bye at the church of healing waters:  Our Lady of Lourdes. Tom fought racism to save justice, against abuse to save the church, and FOR healing to save ourselves. Thanks Archbishop, Father Griffith, beloved Johnson family https://t.co/Gi7Mhx5c29",2020-06-14 08:17:58.593169
Ed Markey,The first Pride was a riot galvanized by righteous anger and radical hope. We celebrate the history of our LGBTQ+ siblings who fought back against an oppressive system and stand with the Black Lives Matter movement demanding long overdue racial justice. #Pride https://t.co/OS4DoTzdxv,2020-06-14 08:18:24.256705
Senator Chris Coons,"In conversations with small businesses and nonprofits up and down the state of Delaware, it’s become clear that many employers in vital sectors need more federal aid. 

That’s why I announced a bill to offer a second round of PPP loans to the small businesses with the most need. https://t.co/8czFbDFloB",2020-06-14 09:12:47.441689
Kamala Harris,"Rayshard Brooks’ tragic death should never have happened.
https://t.co/ZHNWkU020c",2020-06-14 09:40:26.599062
Amy Klobuchar,"Voting by mail should be implemented nationwide. 

Pass it on.",2020-06-14 09:54:42.657722
Sheldon Whitehouse,"Mark my words. One day books like this will be written about the political rapacity and cupidity of the covert Koch political empire, destroying America’s institutions from the inside, all to satiate its greed.   
https://t.co/mSkfBqSoBN",2020-06-14 09:55:00.906332
Senator Jack Reed,"Today we celebrate 245 years of service, courage, &amp; dedication. Thank you @USArmy for all you do. #GoArmy #ArmyStrong #245ArmyBirthday https://t.co/wN8qgDDhYX",2020-06-14 10:08:09.082343
Senator Patty Murray,"While Senate Republicans want to protect corporations from having responsibility to ensure safe workplaces in the face of this pandemic, @SenateDems are working to strengthen protections for workers and keep families and communities safe.",2020-06-14 10:08:16.475432
Tina Smith,This is good news for the future. But don’t forget that the officers responsible for Breonna Taylor’s death haven’t been held accountable. It’s been 93 days since her murder. https://t.co/4sCClxazhc,2020-06-14 10:19:54.220983
Ed Markey,"This morning I am meeting with @UNITEHERE26 workers, hearing about how the coronavirus pandemic has decimated the hospitality industry, and committing myself to securing them the relief they deserve.",2020-06-14 10:28:57.768017
Ed Markey,This morning I am meeting with the @UNITEHERE26 union and with workers in the now decimated hospitality industry. I am committed to fighting for them and securing the relief they deserve.,2020-06-14 10:32:48.175396
Ed Markey,Nearly all @UNITEHERE26 workers have been laid off during this pandemic. Many have died from COVID-19 or lost family members. I am standing with Local 26 members this morning to demand that we urgently expand coronavirus relief. https://t.co/IujDOBMmcd,2020-06-14 10:45:37.892285
Senator Dianne Feinstein,Happy 245th birthday to the @USArmy! Thank you to all the soldiers who protect and defend our country. We’re grateful for all your sacrifices.,2020-06-14 11:08:42.392498
Senator Joe Manchin,Blood donors are everyday heroes that make a lifesaving difference in patient care across the country. On #WorldBloodDonorDay I encourage all West Virginians who are able to #GiveBlood. Learn more at https://t.co/NJaXetHTxE https://t.co/YK39MUcl9j,2020-06-14 11:17:02.044786
Sen. Kirsten Gillibrand,"To all who are celebrating and taking part in this year’s National Puerto Rican Day Parade in New York City—sending my best wishes for a wonderful event, even though we can’t be together this year. #PRParade @prparadenyc https://t.co/uaEZeWdzVJ",2020-06-14 11:18:12.247415
Senator Bob Casey,"During the #COVID19 crisis, there is an urgent need for blood donations. 

This #WorldBloodDonorDay consider helping your community by signing up to donate. 

If you’ve recovered from COVID-19, you can also donate plasma for research as a potential treatment. #TheFightIsInUs",2020-06-14 11:21:43.052988
Kamala Harris,"Black mothers have been crying over their dead children’s bodies for generations. But people turned a blind eye. They didn’t believe it—or didn’t want to believe. But now because of smartphones, you can’t deny it. You can’t turn away. It’s there.",2020-06-14 11:44:24.707950
Chuck Schumer,"With COVID-19, there has a been a rise in domestic violence cases. New York has seen a 33% surge.

Senator McConnell: Hold a vote on the House-passed bill to reauthorize the Violence Against Women Act NOW. What are you waiting for?!

It will save lives and help survivors.",2020-06-14 12:02:57.087052
Amy Klobuchar,"Two black trans women were murdered this week in horrific acts of violence. 

Black trans lives matter. 

Riah Milton and Rem'mie Fells lives’ mattered.  

The violence against the trans community must end. 
https://t.co/tasUJLa2uS",2020-06-14 12:29:24.611868
Brian Schatz,"We are at 11 k which is not as excellent as previous times but I posted this on a Saturday night, so trying again. The gold standard of Iowa polling shows Theresa Greenfield AHEAD in Iowa and I think we can actually do this. Please help. Let’s see if we can hit 15 or 20. Thanks.",2020-06-14 12:44:51.336127
Chuck Schumer,"We cannot simply sit by as this pandemic fuels a surge in domestic violence cases.

Senator McConnell: The House passed a bill to reauthorize the Violence Against Women Act more than a year ago.

Put it on the Senate floor immediately. It will save lives and help survivors.",2020-06-14 13:02:30.363771
Sen. Maggie Hassan,"This is an important step forward in efforts to identify which communities are most in need of federal support for expanded broadband access.
https://t.co/BGxzBRk6TS",2020-06-14 13:46:20.942651
Ed Markey,"All across the country, young people are rising up and demanding racial justice and an end to police violence against Black Americans. Please join us later today for a discussion with young Black Americans about how they are organizing with the #BlackLivesMatter movement. https://t.co/upT1HxLpAb",2020-06-14 13:50:29.852824
Kamala Harris,"“You must start the marriages immediately.”

A moment I will never forget, the day love won in California. #PrideMonth
https://t.co/lmIZr5N5Qq",2020-06-14 13:59:06.700238
Tina Smith,"George Floyd’s death was one of many events that revealed racial injustices and inequalities in our society. These injustices extend beyond police brutality. They exist in our schools, too. We cannot let COVID-19 deepen inequalities. https://t.co/Pz6sudc3Wn",2020-06-14 14:05:17.954694
Senator Patty Murray,"In order to help the country move forward, the Trump Administration must be transparent about how it will identify &amp; evaluate candidates to ensure a safe and effective vaccine is produced for &amp; equitably distributed to everyone who needs it, at no cost.
https://t.co/kc2hIdyjlj",2020-06-14 14:30:05.502570
Ed Markey,"Indivisible is a grassroots powerhouse and it is an honor to receive their endorsement. Together, we are going to defeat Donald Trump, take back the Senate, keep the House, and lead the fight for a Green New Deal.",2020-06-14 14:39:46.498464
Tammy Duckworth,"Donald Trump—risking the health of 1,100 cadets—completely missed the chance to talk to West Point grads about their diversity, systemic racism in this country &amp; their roles as future leaders... all to talk about sports. https://t.co/TFOCWwYmFe",2020-06-14 14:56:11.903051
Tina Smith,"Statues, names, and memorials can shape national narratives about our history, and they should reflect the values of who we are as a country. Trump doesn’t believe that. He wants to keep dividing us. https://t.co/50zxeZSDZR",2020-06-14 15:04:03.664973
Senator Dianne Feinstein,"Congratulations to the 2020 @UofCalifornia graduates celebrating commencement this weekend! While it may not be the send off you expected when you started, it’s still an achievement to be proud of.",2020-06-14 15:07:33.074293
Sen. Maggie Hassan,"245 years of keeping our country safe, secure, and free. To all of those who are serving and who have served in the @USArmy — thank you. Your courage and dedication is profoundly appreciated.",2020-06-14 15:16:04.666191
Kyrsten Sinema,"Happy Birthday, @USArmy!",2020-06-14 15:25:05.346199
Senator Joe Manchin,"ICYMI: I got tested for #COVID19 because many cases are asymptomatic, and getting tested gives me peace of mind that I won’t spread the virus to others. I encourage all WVians to get tested. Visit my website at https://t.co/q60imzLS21 to find testing events and locations near you https://t.co/THQPUdurXH",2020-06-14 15:36:05.526730
Tammy Duckworth,"Happy 245th birthday, @USArmy! For 245 years, the brave men and women of the Army have defended our great nation and the freedoms we cherish. Thank you for your service. I’m proud to call you my family. #ArmyStrong",2020-06-14 15:47:21.686300
Richard Blumenthal,"In the midst of this justice crisis, our flag is a meaningful &amp; dynamic symbol—today, on Flag Day, &amp; every day. As our country moves forward in our ongoing work to create a more perfect union, it has the power to bring us together as Americans, so we can meet this moment.",2020-06-14 15:48:46.876657
Brian Schatz,"Horrible COVID numbers in some states. Wear your mask. Especially if you are in a leadership position - in the government, in a family, in a union, on a sports team, in a church, in your social circle. Our lives and our economy depend on you not being a vain jerk. No offense.",2020-06-14 15:56:02.389560
Chuck Schumer,"So proud to join Long Island Pride!

Because even if we can’t march and dance together this year in person, the LGBTQ+ community will never stop being proud, showing pride, making your voices heard, and holding power accountable so that America lives up to our ideals. #PrideMonth",2020-06-14 15:56:05.874104
Ed Markey,Grassroots donations are the backbone of our campaign. Help power the fight for a Green New Deal and Medicare for all by hosting or joining a grassroots fundraising party with me this Saturday. Go to https://t.co/evEHP3o9Wp and get involved. https://t.co/vKW9DYksuq,2020-06-14 16:16:40.937424
Brian Schatz,This seems like an easy one.,2020-06-14 16:27:35.906133
Tammy Duckworth,"William Carney.
Robert Augustus Sweeney.
Mitchell Red Cloud.
 
Each are decorated servicemembers of color who are much more deserving of military bases in their names than those who were traitors to our nation and wanted to own and kill Black Americans. https://t.co/qCga14Aodc",2020-06-14 16:30:05.578332
Kamala Harris,"Thank your USPS worker, then email your member of Congress and tell them to protect the USPS so we can ensure everyone has access to reliable, affordable mail service.
https://t.co/2d8F38k6Wv",2020-06-14 16:33:05.924614
Ed Markey,"If we want to change the culture of police violence against Black and Brown Americans, then we need to start holding accountable the officers who abuse their positions of trust and responsibility in our communities.",2020-06-14 16:45:26.799467
Chris Murphy,"Pick a Senate race. 

Get to know the candidate. Attend an online fundraiser to hear about the campaign. Convince your friends to make a donation or make calls. 

Pick a race and make a difference.",2020-06-14 17:09:07.098981
Richard Blumenthal,"For 245 years the brave servicemembers of the @USArmy have defended our country &amp; our freedom. Thank you to all the men &amp; women—past, present, &amp; future—for your unwavering commitment, bravery, &amp; sacrifice.",2020-06-14 17:32:15.042610
Ed Markey,"It's the responsibility of all of us, especially those of us in political power, to help build a better world for Black young people. Join us live for a conversation about youth organizing in the Black Lives Matter movement. https://t.co/DLlmeQo5Du",2020-06-14 17:36:15.681503
Senator Joe Manchin,Today we honor our Flag and the freedoms it represents. I’m thankful for the sacrifice of our brave servicemembers who have defended our Flag &amp; all that it stands for. Happy #FlagDay! 🇺🇸,2020-06-14 17:45:27.925994
Senator Joe Manchin,"WATCH: The Senate took another step toward passage of the #GreatOutdoors Act on Friday morning. The Land and Water Conservation Fund is a cornerstone of conservation across the country, and the #GreatAmericanOutdoors Act ensures it can continue to be so for generations to come. https://t.co/H9Wd3LInyF",2020-06-14 18:01:05.498070
Brian Schatz,"I like Tim a lot but we have to be mentally prepared for this to be whittled down to a blue ribbon commission. I hope I’m wrong, but we cannot allow Republicans to get the benefit of feinting towards real action and then doing nothing. See: 1)gun safety and 2) immigration",2020-06-14 18:18:12.573823
Martin Heinrich,"It’s not political. It’s called science. Protect yourself and others.

https://t.co/UFTmxWmoif",2020-06-14 18:24:39.113745
Cory Booker,"If someone's knee is on your neck, you can't take it halfway off and say that's progress. We need to step up now and stop people from dying. https://t.co/66ZvlkWb1P",2020-06-14 18:39:23.589827
Senator Patty Murray,The racism at the heart of the over-policing of Black communities is the same racism connected to their suffering disproportionately from the impacts of COVID-19. Multilayered challenges like these can be traumatizing for Black people &amp; our policies need to address this reality. https://t.co/aciXkpSlUW,2020-06-14 18:40:05.435198
Sen. Maggie Hassan,"🎵Ann French and Alan Brock are singing a song a day to lift up the spirits of Granite Staters. I am grateful to these musicians for using their talent to bring joy — I'm happy to see these #GraniteStatersGiveBack.

https://t.co/NzxabnIkuX",2020-06-14 19:05:18.865362
Ed Markey,Tus donaciones son la fundación de nuestra campaña. Ayuda a fortalecer la lucha por el Nuevo Pacto Verde y Medicare para todos. Acompáñenme este sábado y organiza tu propia fiesta virtual para recoger fondos. Visita https://t.co/UOAyYR59LL. https://t.co/whS8YfXzXI,2020-06-14 19:07:50.214057
Amy Klobuchar,"Q: If your local newspaper runs a political advertisement, it has to disclose who paid for it. Same goes for TV ads… and radio ads… Shouldn’t the same go for online political ads?

I’m working to make sure it happens.",2020-06-14 19:12:49.729971
Sen. Debbie Stabenow,"During #AlzheimersAwarenessMonth we lift up the patients, families, &amp; caregivers who are living with this heartbreaking disease.
 
Thanks to the @alzassociation and advocates across Michigan who are working hard in the fight against Alzheimer's. Together we can #EndALZ. https://t.co/xleZKr1imm",2020-06-14 19:22:11.606768
Sen. Maggie Hassan,"Wishing @NHfishandgame’s Officer Holmes a speedy and full recovery.

https://t.co/BR78715wz7",2020-06-14 19:40:11.838847
Ed Markey,"Workers at @FSBoston with decades of experience are being unfairly pushed out of their jobs. We are demanding justice and urgent relief. Thank you Richard Matheus, Chang Liao, and @UNITEHERE26 President @carlos_aramayo for joining me today to speak out on this injustice. https://t.co/9HZydTnLXk",2020-06-14 19:40:55.970730
Ed Markey,"Workers at @FSBoston with decades of experience are being unfairly pushed out of their jobs. We are demanding justice and urgent relief. Thank you Richard Mathelus, Chang Liao, and @UNITEHERE26 President @carlos_aramayo for joining me today to speak out on this injustice. https://t.co/EJjFHfaU9U",2020-06-14 19:44:36.624284
