user_name,status,datetime
Jim Risch,"Congrats to @uidaho on launching the state’s first ever bachelor’s degree in #cybersecurity. Idaho’s Universities are making strides in preparing the next generation to thrive in this field &amp; to support #smallbiz &amp; industry leaders like @INL &amp; @SEL_News.
https://t.co/8CcMDifPWq",2020-06-17 10:06:20.494621
Martha McSally,I’m cosponsoring @SenatorTimScott’s #JUSTICEAct to increase accountability &amp; transparency within our police departments. This bill invests in improved police trainings on de-escalation of force &amp; the duty to intervene. (1/2) https://t.co/cP1BqNavGO,2020-06-17 10:11:27.358008
Senator Mike Rounds,Up next to ask questions at our @EPWGOP hearing. Tune in: https://t.co/W9C9vG7Uv0,2020-06-17 10:17:05.104104
Sen. Marsha Blackburn,"Over 50 U.S. scientists lied about receiving funding from Communist China and have since been fired or quit. 

China lacks the indigenous innovation of scientific capabilities that make America great. 

Instead, Beijing steals our research.
 
https://t.co/tOXSJoNlsd",2020-06-17 10:27:53.292759
Steve Daines,"In just a few minutes, the Senate is going to make conservation history by passing my bill - the #GreatAmericanOutdoorsAct.  This is about protecting our public lands for Montanans, and I couldn’t be prouder. https://t.co/15PIQUMHzq",2020-06-17 10:36:08.621780
Lindsey Graham,"Five years have passed and it still feels like a bad dream, but we know it actually happened. The senseless murder of nine parishioners at Mother Emanuel hit South Carolina like a ton of bricks.",2020-06-17 10:43:48.351970
Cory Gardner,"Protecting the #GreatOutdoors isn’t a partisan issue – there aren’t Republican or Democratic public lands. If we #FundLWCF and #RestoreOurParks it will benefit the entire country for generations to come. It’s time to pass the Great American Outdoors Act.
https://t.co/mlAfz7DIFE",2020-06-17 10:47:56.414456
Senator Mike Braun,I talked with Stu @varneyco on @foxbusiness about Indiana's coronavirus reopening stage four and the JUSTICE Act. https://t.co/VnT59RC4YM,2020-06-17 10:50:10.254015
Sen. Kevin Cramer,"Good work here, @Interior.

I hope Oakes is next on the list! https://t.co/u01GVESsS6",2020-06-17 10:53:37.394179
Leader McConnell,"When Black Americans tell us they do not feel safe in their own communities, we need to listen. When citizens lack faith in our justice system, we need to respond. And when the equal protection of the law feels to some Americans like a contingency of demographics, we need to act.",2020-06-17 10:55:42.056951
Tim Scott,Y’all still wearing those kente cloths over there @SenatorDurbin?,2020-06-17 10:55:48.764211
Leader McConnell,".@SenatorTimScott has put together a strong and significant proposal to increase transparency, grow accountability, and advance needed reforms in policing. The Senate will turn to the JUSTICE Act next week. It will take bipartisan cooperation for the Senate to make a law.",2020-06-17 10:55:50.588243
Senator Mike Crapo,"June is PTSD Awareness Month. If you know someone going through a hard time, reach out. PTSD is not always something you can see, but everyone can help. https://t.co/EjfGF7GxNv",2020-06-17 11:00:25.547137
Tom Cotton,#ALS is devastating disease and I applaud @NIH for establishing this program and their work to find a cure.,2020-06-17 11:01:48.728466
Senator Kelly Loeffler,"Big Tech must be held accountable.

I sent a letter asking the @FCC to provide clarity on #Section230. I also cosponsored @HawleyMO’s bill to more clearly define Section 230 to prevent Big Tech from stifling Americans’ right to free speech.

It must end.",2020-06-17 11:10:35.340245
Senator Mike Rounds,"Congratulations to Pierre/Fort Pierre Rotary Club member Larry Lyngstad, who was recently awarded @Rotary's highest honor for individuals, the “Service Above Self Award.” Thanks for all you do for our community, Larry. https://t.co/hyLw2l54vQ",2020-06-17 11:16:14.835670
Sen. Lamar Alexander,"The Great American Outdoors Act is the most important conservation and outdoor recreation legislation in the last half century. 

Today, the U.S. Senate just took the first step to #RestoreOurParks by passing the #GreatOutdoors Act by an overwhelming 73-25 bipartisan vote. https://t.co/HMNE5bI9ez",2020-06-17 11:23:47.347848
Steve Daines,History made!  Couldn’t be prouder to get this done for Montana. #GAOA,2020-06-17 11:30:36.289189
Shelley Moore Capito,FINALLY! The Senate just passed the Great American Outdoors Act! I’m so proud to get this across the finish line so we can celebrate the beauty of our country for generations to come. #RestoreOurParks #LWCF https://t.co/Hwt9jPSIQ8,2020-06-17 11:32:36.655286
Sen. Lisa Murkowski,"I chaired an @EnergyGOP hearing on impacts of the #COVID19 pandemic to the energy industry. For a state like Alaska, less production, investment &amp; development are ominous signs over the horizon, &amp; I truly hope demand has been paused rather than destroyed. https://t.co/blsGvLzJHW",2020-06-17 11:32:59.379922
Sen. Susan Collins,"UPDATE: The Senate passed the Great American Outdoors Act, a bipartisan bill I cosponsored to provide full funding for the Land and Water Conservation Fund (LWCF) and to address the deferred maintenance backlog at our national parks, including Acadia National Park. https://t.co/iFzj9cDXGJ",2020-06-17 11:34:10.559912
Sen. Kevin Cramer,"🚨 The Senate just passed The Great American Outdoors Act, which brings us one step closer to making significant, necessary improvements not only at @TRooseveltNPS but also on our public lands and at Native American schools across North Dakota. https://t.co/SQWCVo2b3D",2020-06-17 11:34:59.782646
Senator Mike Rounds,"Last week, I led a group of 44 senators urging the administration to provide paperwork relief for small businesses who utilized the PPP. Glad they're taking this step so our small businesses can focus on reopening. Still more work to do. 
https://t.co/BJJ3poERER",2020-06-17 11:41:33.138300
Joni Ernst,"Proud to join @SenatorTimScott &amp; many of my colleagues on the #JUSTICEAct. A bipartisan effort I’ve been working on to hold law enforcement who engage in sexual misconduct accountable is part of this reform. Let’s step up, come together, &amp; act on behalf of Iowans &amp; all Americans.",2020-06-17 11:41:33.652565
Senator John Hoeven,"The GAOA we passed on the Senate Floor today includes the #RestoreOurParks Act, a bill I cosponsored and helped introduce to provide vital resources and support to address @NatlParkService upkeep &amp; maintenance, including that at @TRooseveltNPS. https://t.co/W1bHzgQVw1",2020-06-17 11:45:03.214862
Cory Gardner,"🚨 Breaking News 🚨

The Senate passed the Great American @OutdoorsAct! This landmark bill is a once in a lifetime opportunity to #FundLWCF, #RestoreOurParks and create jobs when they’re needed most. I'm calling on the US House to send this bill to @realDonaldTrump without delay. https://t.co/VQvx9CBtMl",2020-06-17 11:45:07.073082
Senator John Thune,I urged @USTreasury &amp; @SBAgov to simplify the #PaycheckProtectionProgram forgiveness application for America’s small businesses who have been struggling through#COVID19. The new EZ application will require fewer calculations &amp; less documentation. Glad to see this change happen.,2020-06-17 11:51:47.501459
Martha McSally,"🏜️ NEWS: Our historic legislation to restore Arizona’s crown jewel national parks, improve access to our public lands, &amp; reinvigorate our outdoor recreation economy just passed the Senate. https://t.co/qC5eEBbLeQ",2020-06-17 11:53:29.192574
Rob Portman,Great news: The Senate just passed my Restore Our Parks Act - landmark legislation that will carry on Teddy Roosevelt’s legacy of protecting our national parks and public lands for years to come. https://t.co/eRBaU36h7B https://t.co/kk6utSIYFu,2020-06-17 11:59:52.840564
Ted Cruz,Endless propaganda. This is a taxpayer-funded show targeted at Pre-K children. It doesn’t need to be talking about sex or sexuality at all.,2020-06-17 12:01:18.921470
Senator John Thune,"I sincerely hope Dems work w/ GOP to make this a moment of ACTION instead of a moment of rhetoric. 
@SenatorTimScott’s #JUSTICEact is based in solutions that have been advocated for on both sides of the aisle. Let’s work together to bring America closer to our founding ideals.",2020-06-17 12:02:14.888033
Senator Roger Wicker,Returning the #USSFitzgerald to service is a great accomplishment for the @USNavy and @HIIndustries. The ship is now more capable than ever before. https://t.co/5TKH50NhGS,2020-06-17 12:13:38.301154
Sen. Lamar Alexander,"I’m glad to cosponsor @SenatorTimScott’s legislation to help states reform our country’s police departments by holding police officers accountable, identifying &amp; encouraging the adoption &amp; use of best practices in community policing,&amp; providing better training to police officers. https://t.co/3zkRrhFx4S",2020-06-17 12:22:26.594627
Shelley Moore Capito,"NEWS: @FCC is awarding West Virginia United Health Systems a #telehealth grant! Bringing quality, reliable care to West Virginians right at home is the future of accessible health services, especially during the COVID-19 pandemic.  #CapitoConnect",2020-06-17 12:23:42.353291
Senator Kelly Loeffler,"COVID-19 shed light on our supply chain vulnerabilities, which is why I intro'd legislation to create a @USDA supply chain administrator to ensure the govt. works w/ farmers, food banks &amp; distributors to make our supply chain more efficient going forward. https://t.co/01VbIbU9pt",2020-06-17 12:26:20.018747
Sen. Kevin Cramer,"Thanks to @SenCoryGardner and @SteveDaines for their excellent work in shepherding this important legislation through the Senate.
 
I urge the House to take it up soon.",2020-06-17 12:30:05.315738
Lindsey Graham,Big bipartisan vote on the Great American Outdoors Act. This legislation expands the Land &amp; Water Conservation Fund (LWCF) to preserve pristine lands for future generations in a private sector fashion.,2020-06-17 12:31:49.444951
Senator John Thune,"Encouraged by my colleagues’ press conference &amp; @senatemajldr’s decision to bring the #JUSTICEact to the floor ASAP.

""The answer to the question of which side do you support is 'I support America’"" – Senator Tim Scott  
https://t.co/BD8WCVzBgV",2020-06-17 12:33:40.141118
Ted Cruz,Insulting. And not helpful.,2020-06-17 12:36:54.740217
Joni Ernst,"Defunding the police is a quick and provocative soundbite, but it’s not a real solution to the problems we face around the country. We need to follow Iowa’s lead and hold bad actors accountable, improve training, and increase transparency. https://t.co/U4u9klT2un",2020-06-17 12:38:17.654131
